"","id","author","title","date","Status","reviewer","Light-Neurocognition","Water-Neurocognition","Air-Neurocognition","Land-Neurocognition","Biota-Neurocognition","Interaction & Perception-Neurocognition","Built Environment-Neurocognition","Chemical Hazards-Neurocognition","Meteorological-Neurocognition","Geological-Neurocognition","Light-Neurodevelopment","Water-Neurodevelopment","Air-Neurodevelopment","Land-Neurodevelopment","Biota-Neurodevelopment","Interaction & Perception-Neurodevelopment","Built Environment-Neurodevelopment","Chemical Hazards-Neurodevelopment","Meteorological-Neurodevelopment","Geological-Neurodevelopment","Light-Personality & Identity","Water-Personality & Identity","Air-Personality & Identity","Land-Personality & Identity","Biota-Personality & Identity","Interaction & Perception-Personality & Identity","Built Environment-Personality & Identity","Chemical Hazards-Personality & Identity","Meteorological-Personality & Identity","Geological-Personality & Identity","Light-Reality Connection","Water-Reality Connection","Air-Reality Connection","Land-Reality Connection","Biota-Reality Connection","Interaction & Perception-Reality Connection","Built Environment-Reality Connection","Chemical Hazards-Reality Connection","Meteorological-Reality Connection","Geological-Reality Connection","Light-Social & Behavioral","Water-Social & Behavioral","Air-Social & Behavioral","Land-Social & Behavioral","Biota-Social & Behavioral","Interaction & Perception-Social & Behavioral","Built Environment-Social & Behavioral","Chemical Hazards-Social & Behavioral","Meteorological-Social & Behavioral","Geological-Social & Behavioral","Light-Mind-Body Relationship","Water-Mind-Body Relationship","Air-Mind-Body Relationship","Land-Mind-Body Relationship","Biota-Mind-Body Relationship","Interaction & Perception-Mind-Body Relationship","Built Environment-Mind-Body Relationship","Chemical Hazards-Mind-Body Relationship","Meteorological-Mind-Body Relationship","Geological-Mind-Body Relationship","Light-Stress & Resilience","Water-Stress & Resilience","Air-Stress & Resilience","Land-Stress & Resilience","Biota-Stress & Resilience","Interaction & Perception-Stress & Resilience","Built Environment-Stress & Resilience","Chemical Hazards-Stress & Resilience","Meteorological-Stress & Resilience","Geological-Stress & Resilience","Light-Affect","Water-Affect","Air-Affect","Land-Affect","Biota-Affect","Interaction & Perception-Affect","Built Environment-Affect","Chemical Hazards-Affect","Meteorological-Affect","Geological-Affect","continent1","subregion1","country1","continent2","subregion2","country2","continent3","subregion3","country3","Urban","Rural","Women","Men","In-utero (unborn)","Children and Adolescents (under 18)","Older adults (65+)","Pregnant persons","Low-income","High-income","Outdoor workers","Indoor workers","Unhoused","Non-literate","Indigenous","Migrant","Racial/ethnic minority/minoritized population","Other marginalized population","Other (please note)","General/non-specified","other","ej","Flagship paper","General doubts","exclusion","notes","matrix_cell","pop_list"
"110",988,"Shiani 2023","A systematic literature review on the association between exposures to toxic elements and an autism spectrum disorder","2023-08-02","IP Address","Nora","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Review on the connection between exposure to different toxic metals and ASD","Built Environment-Neurodevelopment","Children and Adolescents (under 18)"
"111",1003,"Tahernejad 2023","Post-traumatic stress disorder in medical workers involved in earthquake response: A systematic review and meta-analysis","2023-07-12","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please note)",NA,"Emergency Responders","No",NA,NA,NA,NA,"Chemical Hazards-Stress & Resilience, Meteorological-Stress & Resilience","Other (please note)"
"112",1004,"FernandezdeOssoFuentes 2023","Digital placemaking, health & wellbeing and nature-based solutions: A systematic review and practice model","2023-07-12","IP Address","Hannah","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,"General doubts",NA,"This paper was more about the digital ways of interacting with space and the environment--it was interesting, but I was not sure how it fit into our criteria. Does the human-nature interaction have to be physical for it to count for our study? Also not sure that the main focus of ""placemaking"" fits well within our matrix.","Biota-Mind-Body Relationship, Interaction & Perception-Mind-Body Relationship","General/non-specified"
"113",1020,"Chen 2023","Environmental noise and health in low-middle-income-countries: A systematic review of epidemiological evidence","2023-09-13","IP Address","Miren","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","On","Off","Off","Off","Off","Off","Off","Off","On","On","On","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Biota-Stress & Resilience, Interaction & Perception-Stress & Resilience, Built Environment-Stress & Resilience, Biota-Affect, Interaction & Perception-Affect, Built Environment-Affect","General/non-specified"
"114",1036,"Tekin 2023","A Systematic Review and Conceptual Framework of Biophilic Design Parameters in Clinical Environments","2023-09-12","IP Address","Hannah","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","On","Off","On","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Americas","Northern America","United States of America","Oceania","Australia and New Zealand",NA,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please note)",NA,"Patients and staff in clinical settings","No","Flagship paper",NA,NA,"Investigation of biophilic principles of design in the construction of healthcare settings.","Geological-Social & Behavioral, Light-Mind-Body Relationship, Water-Mind-Body Relationship, Land-Mind-Body Relationship, Biota-Mind-Body Relationship, Interaction & Perception-Mind-Body Relationship","Other (please note)"
"115",1045,"BernardinaDalla 2022","Environmental pollution and attention deficit hyperactivity disorder: A meta-analysis of cohort studies","2023-07-31","IP Address","Miren","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Europe",NA,NA,"Americas","Northern America","United States of America","Asia","Eastern Asia",NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Explores the connection between ADHD and several different types of pollution, including heavy metal & air pollution","Water-Neurodevelopment, Built Environment-Neurodevelopment","Children and Adolescents (under 18)"
"116",1082,"Al-Obaidi 2022","Conceptual Approaches of Health and Wellbeing at the Apartment Building Scale: A Review of Australian Studies","2023-09-11","IP Address","Elise","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Oceania","Australia and New Zealand","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Interaction & Perception-Mind-Body Relationship, Interaction & Perception-Affect","General/non-specified"
"117",1088,"Terzakis 2022","Noise Indicators Relating to Non-Auditory Health Effects in Children—A Systematic Literature Review","2023-07-11","IP Address","Lars","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"The paper tries to give a wider overview about cognitive and developmental as well as social and well-being effects of noise (environmental and built).","Interaction & Perception-Neurocognition, Interaction & Perception-Neurodevelopment, Interaction & Perception-Social & Behavioral, Interaction & Perception-Mind-Body Relationship","Children and Adolescents (under 18)"
"118",1093,"Riva 2022","Can Homes Affect Well-Being? A Scoping Review among Housing Conditions, Indoor Environmental Quality, and Mental Health Outcomes","2023-08-07","IP Address","Nora","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","On","On","Off","Off","Off","Off","Off","On","On","Off","On","On","Off","Off","Off","Off","Off","On","On","Off","On","On","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No","Flagship paper",NA,NA,"Gives a really solid quantitative analysis of research on the relationship between built environment and mental health using a lot of markers that are relevant to this study--the primary exposures being various components of built environment (green spaces, urban vs. rural, noise, air quality among others) with outcomes of anxiety, stress, depression, and general mental health","Water-Mind-Body Relationship, Air-Mind-Body Relationship, Biota-Mind-Body Relationship, Interaction & Perception-Mind-Body Relationship, Water-Stress & Resilience, Air-Stress & Resilience, Biota-Stress & Resilience, Interaction & Perception-Stress & Resilience, Water-Affect, Air-Affect, Biota-Affect, Interaction & Perception-Affect","General/non-specified"
"119",1109,"Suresh 2022","Bisphenol A exposure links to exacerbation of memory and cognitive impairment: A systematic review of the literature","2023-08-03","IP Address","Nora","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Asia","Eastern Asia","China","Americas","Northern America","United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition, Built Environment-Neurodevelopment","General/non-specified"
"120",1119,"Castellani 2022","Mitigating the impact of air pollution on dementia and brain health: Setting the policy agenda","2023-08-14","IP Address","Hannah","Off","Off","On","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No","Flagship paper",NA,NA,"This paper contained both an overview of the impacts of air pollution on cognitive health, but also proposed a comprehensive policy and research framework to address this in the future.","Water-Neurocognition, Interaction & Perception-Neurocognition, Built Environment-Neurocognition","General/non-specified"
"121",1150,"Ancora 2022","Cities and neuroscience research: A systematic literature review","2023-07-07","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"General doubts",NA,"This is a mechanistic study of brain activity with associations to mental health outcomes.","Interaction & Perception-Social & Behavioral, Interaction & Perception-Mind-Body Relationship, Interaction & Perception-Stress & Resilience","Urban"
"122",1162,"Chen 2022","Health effects of exposure to sulfur dioxide, nitrogen dioxide, ozone, and carbon monoxide between 1980 and 2019: A systematic review and meta-analysis","2023-07-12","IP Address","Lars","Off","Off","On","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Water-Neurocognition, Interaction & Perception-Neurocognition, Built Environment-Neurocognition","General/non-specified"
"123",1177,"Lee 2022","Mental Health Impacts of Tornadoes: A Systematic Review","2023-08-14","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Americas","Northern America","United States of America","Americas","Northern America","United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Chemical Hazards-Social & Behavioral, Chemical Hazards-Stress & Resilience, Chemical Hazards-Affect","General/non-specified"
"124",1180,"Song 2022","Restorative Effects from Green Exposure: A Systematic Review and Meta-Analysis of Randomized Control Trials","2023-08-14","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","On","Off","Off","Off","Off","Off","Off","On","Off","Off","On","Off","Off","Off","Off","Off","Off","On","Off","Off","On","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,"A fairly general overviw of parks and greenspace and mental health, depression, mood and stress.","Air-Mind-Body Relationship, Interaction & Perception-Mind-Body Relationship, Air-Stress & Resilience, Interaction & Perception-Stress & Resilience, Air-Affect, Interaction & Perception-Affect","General/non-specified"
"125",1191,"Cheng 2022","Long-term particulate matter 2.5 exposure and dementia: a systematic review and meta-analysis","2023-07-30","IP Address","Kelechi","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Older adults (65+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Water-Neurocognition","Older adults (65+)"
"126",1194,"Newnham 2022","Long term mental health trajectories after disasters and pandemics: A multilingual systematic review of prevalence, risk and protective factors","2023-07-24","IP Address","Elise","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","On","Off","Off","Off","Off","Off","Off","Off","On","On","On","Off","Off","Off","Off","Off","Off","Off","On","On","On",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No","Flagship paper",NA,NA,"Many boxes, focuses on anxiety, depression, PTSS, and disasters like geological, meteorological, and geological. (9 total boxes)","Built Environment-Mind-Body Relationship, Chemical Hazards-Mind-Body Relationship, Meteorological-Mind-Body Relationship, Built Environment-Stress & Resilience, Chemical Hazards-Stress & Resilience, Meteorological-Stress & Resilience, Built Environment-Affect, Chemical Hazards-Affect, Meteorological-Affect","General/non-specified"
"127",1202,"Hekrle 2022","What benefits are the most important to you, your community, and society? Perception of ecosystem services provided by nature-based solutions","2023-08-11","IP Address","Hannah","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","On","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"General doubts",NA,"This paper focused on how questionnaire respondents judged the impact of green and blue spaces on general well-being, not necessarily just mental well-being.","Light-Mind-Body Relationship, Air-Mind-Body Relationship, Biota-Mind-Body Relationship","Urban"
"128",1205,"Bray 2022","Exploring the role of exposure to green and blue spaces in preventing anxiety and depression among young people aged 14–24 years living in urban settings: A systematic review and conceptual framework","2023-07-12","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","On","Off","On","Off","Off","Off","Off","Off","On","Off","On","Off","On","Off","Off","Off","Off","Off","On","Off","On","Off","On","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Flagship paper",NA,NA,"A very broad paper on the influence of green and blue spaces (including immersive/interaction & perception). Very extensive, technically sound and critical, might be a candidate for appraisal.","Light-Mind-Body Relationship, Air-Mind-Body Relationship, Biota-Mind-Body Relationship, Light-Stress & Resilience, Air-Stress & Resilience, Biota-Stress & Resilience, Light-Affect, Air-Affect, Biota-Affect","Urban"
